id,product_name,product_url,description,provider,pricing_model,source_url,source_record_id,collectedAt
a50a3931-7802-5254-812f-ec144253535b,luma-ai,https://lumalabs.ai,Luma AI: Capture the world in lifelike 3D with photorealistic detail.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:36,2026-08-27T12:07:08+00:00
4c12974b-61b8-5d5c-919b-db24fa9e6dd0,planner-5d,https://planner5d.com/ai,A 3D home design tool using AI to convert 2D plans into 3D models.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:37,2026-08-27T12:07:08+00:00
0a42644f-1af1-5b33-b608-f89971560858,tripo-ai,https://www.tripo3d.ai,AI-powered 3D model generator from images and text.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:38,2026-08-27T12:07:08+00:00
c5782c26-9c39-5a05-81f6-532fa7677130,meshy,https://app.meshy.ai,Meshy is an AI-powered platform for creating 3D assets from text and images quickly and easily.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:39,2026-08-27T12:07:08+00:00
c146910b-05b5-5b54-b467-32c3a627456e,rodin,https://hyper3d.ai,AI-powered platform for 3D model and asset generation with various tools and features.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:42,2026-08-27T12:07:08+00:00
c2bbbf25-df46-587c-9e3a-4b620f6be15b,runcomfy,https://www.runcomfy.com,Cloud-based ComfyUI platform for AI art creation with fast GPUs and easy workflows.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:45,2026-08-27T12:07:08+00:00
84fb6d62-0170-5a05-beb6-ed0959aee1ec,cgdream-ai,https://cgdream.ai,Free AI image generator with 2D/3D model support and customization options.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:46,2026-08-27T12:07:08+00:00
f459f582-be56-5c38-afa7-917d84d00f41,vizcom,https://www.vizcom.ai,AI-powered creative tool for designers to transform sketches into renders and 3D models.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:47,2026-08-27T12:07:08+00:00
7dc388a8-bc8c-5c6f-bc77-a263aa9ac636,3d-ai-studio,https://3daistudio.lemonsqueezy.com,AI-powered platform for generating 3D assets from text or images in seconds.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:50,2026-08-27T12:07:08+00:00
48a54731-1753-5aba-8186-042a4a5d4594,rosebud,https://www.rosebud.ai,"Rosebud AI: Create 3D games and worlds with vibe coding, no coding required.",,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:52,2026-08-27T12:07:08+00:00
b80f277d-024b-56f1-83a3-abf15a290468,pageon-ai,https://www.pageon.ai,AI-powered presentation tool for creating engaging and influential media content.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:53,2026-08-27T12:07:08+00:00
d330d9bb-7432-5549-b326-397732853bad,alpha3d-io,https://alpha3d.io,AI platform to transform text and 2D images into 3D assets.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:54,2026-08-27T12:07:08+00:00
38a111d0-6cd8-5328-b28d-1be9669dbd5c,sloyd,https://www.sloyd.ai,3D modeling platform with AI-powered generators and customization.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:55,2026-08-27T12:07:08+00:00
801fcd38-c528-5c16-806d-7a85e05ab5bd,csm,https://csm.ai,"CSM provides AI tools to generate controllable 3D worlds from images, text, and sketches.",,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:56,2026-08-27T12:07:08+00:00
4a7e3976-064b-51ef-9c96-7e95fcf4207d,avaturn-me,https://avaturn.me,AI-powered platform for creating realistic and customizable 3D avatars from 2D photos.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:57,2026-08-27T12:07:08+00:00
eb42112a-8f16-519b-93ea-6f29a9f0f389,kaedim,https://www.kaedim3d.com,AI-powered platform converting 2D images to 3D models for game development and more.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:58,2026-08-27T12:07:08+00:00
57fc0ec2-8575-5199-ab7f-38398097eabc,modelslab-ai,https://modelslab.com,Developer-first API platform for AI and machine learning models.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:59,2026-08-27T12:07:08+00:00
6f977358-e08c-5f53-9ab5-9948d49daeb8,ludo-ai,https://ludo.ai,"AI-powered platform for game research, design, and development.",,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:60,2026-08-27T12:07:08+00:00
c98886f6-6324-50b8-9227-895f22c8a271,backflip-ai,https://backflip.ai,Backflip AI offers 3D AI tools to accelerate CAD and 3D modeling workflows.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:62,2026-08-27T12:07:08+00:00
d187a53a-7ad8-5091-be24-4817ee1f7a46,aihouse-com,https://aihouse.com,AI-powered 3D interior design and manufacturing software for streamlined workflows and photorealistic visuals.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:63,2026-08-27T12:07:08+00:00
93f7eb16-c73e-59ea-8109-35dc74d6eaa2,mappedin-com,https://mappedin.com,Mappedin is an indoor mapping platform with AI tools for creating and sharing maps.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:65,2026-08-27T12:07:08+00:00
0a3b378b-1458-507b-b0e3-0ea5814a87bc,leiapix-ai,https://leiapix-ai.com,Converts 2D images into 3D Lightfield images and animations using AI.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:66,2026-08-27T12:07:08+00:00
40435024-ff7a-529a-a115-f0747db9889c,synthesis-ai,https://synthesis.ai,Synthetic data for computer vision and perception AI across various industries.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:67,2026-08-27T12:07:08+00:00
1d8b9d8d-2527-57fb-a36c-0262b01b27d0,getfloorplan,https://getfloorplan.com,AI-powered service converting 2D floor plans into 3D layouts with virtual tours.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:68,2026-08-27T12:07:08+00:00
299176c0-cefe-52d6-a7a2-ebf2dfe3aa00,arcadium,https://arcadium3d.com,AI-powered online 3D house design tool for floor plans and interior design.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:69,2026-08-27T12:07:08+00:00
a0bf2c69-e7ef-5005-ac23-8e75b705479a,avatar-one,https://www.avatar.one,"Create and interact with custom AI girlfriends in 3D, with options to earn.",,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:70,2026-08-27T12:07:08+00:00
84e091d5-c7be-5834-ad0b-3d858061a2b6,seapik-ai,https://seapik.com,AI writing tool and text generator for creating various content types quickly.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:71,2026-08-27T12:07:08+00:00
685f3d6b-38f4-5c48-a5e3-160a04840ca3,radical,https://www.radicalmotion.com,AI-powered motion capture and 3D scene design platform.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:72,2026-08-27T12:07:08+00:00
4d1395f7-1280-5e64-b507-7428f5bce85d,masterpiece-x-generate,https://www.masterpiecex.com,AI-powered platform for generating 3D models from text or images.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:73,2026-08-27T12:07:08+00:00
a0479653-b26a-5f59-b558-ab406bbb20be,styldod,https://styldod.refr.cc/toolify,"Styldod simplifies real estate marketing with virtual staging, photo editing, and AI tools.",,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:74,2026-08-27T12:07:08+00:00
360982be-d76a-57a4-8ace-f9fc22e608a8,photogenius-ai,https://photogenius.ai,AI-powered platform for creating stunning visuals quickly and easily.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:75,2026-08-27T12:07:08+00:00
5b62b286-38c4-53c0-8d3b-e9e85c811d4f,scout-by-asseter-ai,https://scout.asseter.ai,AI-powered CG asset management and 3D model search engine.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:76,2026-08-27T12:07:08+00:00
53f64c45-671a-5ee6-8a8b-5dd93d90933d,ai-face-studio,https://aiface.studio,AI Face Studio: AI-driven face transformations and editing tools for creative projects.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:77,2026-08-27T12:07:08+00:00
b74018db-3cbd-5e4b-a2bf-36f499dadf5e,trellis-3d-ai,https://trellis3d.co,Free AI tool to convert images into professional 3D assets.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:78,2026-08-27T12:07:08+00:00
670d59ac-c608-5e0d-8616-fb54602de553,3daily,https://3daily.ai,"AI-powered platform for 3D model generation, asset management, and distribution.",,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:79,2026-08-27T12:07:08+00:00
4e6b2cd9-38d3-56a8-8b43-6c930684a210,charmed-ai-texture-generator,https://charmed.ai,An AI-powered 3D art toolkit shutting down in 2025.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:80,2026-08-27T12:07:08+00:00
a67e2eec-6188-579a-9ca0-6be75e43a457,masterpiece-studio,https://masterpiecestudio.com,VR 3D creative suite simplifying 3D creation with generative AI for indie creators.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:81,2026-08-27T12:07:08+00:00
172b17b2-912f-5aa3-abfd-c0b3d754cf43,laprompt,https://laprompt.com,AI art gallery and prompt marketplace for generating and trading AI prompts.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:82,2026-08-27T12:07:08+00:00
9d4d3dca-5761-57a0-b822-bb9d27dbe9ac,3dlogoai,https://www.3dlogoai.com,AI-powered logo generator for creating 3D or 2D logos quickly and affordably.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:83,2026-08-27T12:07:08+00:00
0abf0350-bcd8-50ca-a586-a26c94e50a88,blueberry-ai,https://www.blueberry-ai.com,AI-powered digital asset management for 3D assets and design files.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:84,2026-08-27T12:07:08+00:00
a5489a40-aa54-56c5-9ec8-b7d12a1076ad,genie-2,https://playgenieai.com,AI game generator by Google DeepMind for creating and playing infinite 3D game worlds.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:85,2026-08-27T12:07:08+00:00
93c26ca3-815d-5b5c-ab48-7b801c3d221b,brickcenter,https://www.brickcenter.net,AI-powered platform for creating custom Lego sets and minifigures from text and images.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:86,2026-08-27T12:07:08+00:00
8d32b0ca-5e99-5240-ba26-aba9b5d117a5,magiscan-ai-3d-scanner-app,https://magiscan.app,AI-powered 3D scanning app for creating 3D models from real-world objects.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:87,2026-08-27T12:07:08+00:00
e881e259-e842-5be3-bf18-05ff4a5dc086,opalai-scanto3d,https://www.opal-ai.com,"Spatial AI tools for 3D CAD, BIM, and data analysis.",,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:88,2026-08-27T12:07:08+00:00
5e146a10-92f9-54a8-9848-0714d3c3266a,zolak,https://zolak.tech,3D product visualization software for furniture retailers using AI and computer vision.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:90,2026-08-27T12:07:08+00:00
266e7d8e-4b48-5fd3-8b0e-387286e28c02,drawings-alive,https://drawingsalive.com,AI app that transforms kids' drawings into vibrant artworks and animated videos.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:92,2026-08-27T12:07:08+00:00
bc606da8-ec39-52bb-81d7-317091bc0254,instant3d-ai,https://instant3d.ai,AI platform for instant 3D modeling from images and text.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:93,2026-08-27T12:07:08+00:00
b27c17db-fc24-5acd-96a2-e55bb524fe6f,pixelvibe-com,https://pixelvibe.com,AI tool to generate 2D and 3D game assets and game code.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:94,2026-08-27T12:07:08+00:00
b85a3938-621d-569a-96bb-1feb53ef5a3e,lumiere-3d-ai,https://www.lumiere3d.ai,AI platform for creating cinematic 3D product videos for e-commerce and marketing.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:95,2026-08-27T12:07:08+00:00
e4c2d79f-959f-5b49-ad93-0c2bc665a038,voge,https://metabrixlab.com,Gen-AI powered 3D character creation platform for various industries.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:96,2026-08-27T12:07:08+00:00
f58d61e5-8379-5e66-9617-c5884d048289,sketchpro-ai,https://sketchpro.ai,"AI design assistant for architecture and design, generating sketches from images and text.",,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:97,2026-08-27T12:07:08+00:00
4321e608-f877-5fd1-9f0e-e845bf90704e,snapmeasureai,https://snapmeasureai.com,"AI for accurate 3D body measurements, reducing returns and ensuring perfect fit.",,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:98,2026-08-27T12:07:08+00:00
3c0dc7de-6cb3-5dad-95a2-221c739830f1,kanai,https://kanai.ai,Kanai: 3D room design with AI furniture modeling for confident interior design.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:99,2026-08-27T12:07:08+00:00
ab9a9e49-9196-5fc7-865b-ef01827cd86e,movmi-ai-powered-motion-capture,https://movmi.co,Free motion capture software with AI-powered tools and a store of 3D assets.,,,https://github.com/lakey009/AI-Tools-List/blob/ccdff902d7e77774df46e66761e811ada4838ea1/AIToolsList.json,ai-tools-list:AIToolsList.json:100,2026-08-27T12:07:08+00:00
